시드고정여부,데이터수,학습유형,데이터분할비율,단어,상위유사단어,단어벡터
O,3320,학습 + 추가학습,5 대 5,정책/Noun,"제언/Noun, 한국판/Noun, 직불제/Noun, 정신건강/Noun, 입안/Noun","0.33580562, 0.20273113, -0.30104813, 0.59741145, 0.37096938, -0.11483341, -0.10411451, 1.14187849, -0.69721991, -0.34639233, 0.32652965, -1.29404736, -0.09734764, 0.93872511, -0.31802216, 0.05086117, -0.44026524, 0.02721881, -0.7604025, -0.37955764, -0.08438435, -0.76976818, 1.01623762, -0.01007694, 0.61243528, -0.63329101, -0.59957665, 0.82881397, -0.11844347, 0.54555678, 0.85388929, 0.12414302, 0.5901022, -0.19015825, -0.34733269, 0.46393099, -0.0818626, 0.74566931, -0.05529981, -0.48477072, 0.37395567, 0.02828138, -0.24795994, 0.02950568, -0.05990368, 0.38588315, 0.55121291, -0.09294125, 0.24728648, -0.78975147"
O,3320,학습 + 추가학습,6 대 4,정책/Noun,"중립성/Noun, 제언/Noun, 배출권거래제/Noun, 정부/Noun, 직불제/Noun","0.0316132, 0.63792831, -0.29873559, 0.26739302, 0.45621267, -0.92221951, 0.36536992, -0.07759816, -0.4891763, 0.26183513, -0.01831354, 0.2948536, 0.29706025, 0.41725147, 0.06271449, -0.54298055, 0.34996304, 0.18889916, -0.94965458, 0.01073425, 0.75943154, 0.28127488, 1.30062068, -0.43523106, 0.31926328, 0.23497608, -1.0315752, 0.09405491, -1.06351137, 0.70401669, -0.51552427, -0.52711552, -0.2957646, -0.42788357, 0.66905135, 0.12567402, 0.24644917, -0.19738291, 0.13522607, 0.11095596, -0.00325953, 0.24919452, -0.68050057, -0.74381816, 0.9343186, -0.5127005, 0.94080859, 0.09702215, 0.86044359, 0.24611273"
O,3320,학습 + 추가학습,7 대 3,정책/Noun,"중립성/Noun, 정부/Noun, 배출권거래제/Noun, 제언/Noun, 등급제/Noun","0.18817548, -0.13509612, -0.38021606, -0.65048504, 0.35088116, -0.74016929, 1.46797597, 0.75293189, -0.86181498, -0.07342453, 1.24242449, -1.43853223, 0.44576806, 0.00775518, 0.23011853, 0.41444245, 0.18355018, 0.12470406, 0.00772744, -0.41054961, -0.23140985, 0.53082079, 0.49369803, 0.47352096, 0.78859758, 0.32430241, -0.98271853, -0.15144064, -0.82106817, 0.58906037, -0.03523717, -0.426103, -0.11174388, -0.67754257, -0.35238671, -1.09060979, 0.26673192, 0.5113824, 0.29948255, -0.09506456, -0.37234008, -0.18920778, 0.14779522, 0.58504951, 0.32564631, -0.14625701, 0.3696363, -0.19193779, -0.33645749, -0.45413777"
X,990,학습,,정책/Noun,"보전/Noun, 부합/Noun, 정부/Noun, 적극/Noun, 국토/Noun","-0.04020744, 0.08004346, 0.84398973, -0.35458943, -0.2509695, -0.78936356, 0.20757626, 0.41593406, -0.79816014, -0.65525907, 0.21854137, -0.29883924, 0.28149119, 0.02764223, -0.44843218, 0.31102943, 0.27794752, 0.50823474, -1.41623855, -0.38142955, 0.72353125, -0.05574991, 0.05521043, -0.03905979, 0.318203, 0.38106382, 0.25454801, -1.06167734, -0.63039088, -0.23316815, 0.7880854, -0.0700288, -0.79308188, -0.72860545, 0.22332309, 0.11041859, 0.47534582, -0.12435814, 0.21154426, 0.44352832, 0.91490775, 0.45824063, 0.44749981, 0.82296497, 0.41637334, -0.22851624, -0.01459432, -0.2520403, 0.31053117, -0.07806348"
X,990,학습 + 추가학습,3 대 7,정책/Noun,"보전/Noun, 대책/Noun, 정부/Noun, 믹스/Noun, 협상/Noun","0.21763434, -0.79397279, 0.72874218, 0.15647553, -0.19884208, -0.42209768, 1.12474239, 1.2333554, 0.21170633, -1.03561246, 0.54694879, -0.80615354, 0.03528975, -0.06934755, 0.16504253, 0.2351651, 0.22472985, -0.07378022, -0.24027002, -0.49045232, -0.09717007, -0.04129263, 0.78098392, -0.22154526, 0.00946453, -0.36993575, 0.28385973, -0.66256601, -0.58185083, -0.13882878, -0.86384702, 0.01360095, -0.42287347, -0.2074396, -0.21362865, 0.48712164, -0.35434777, 0.25175506, 0.58985692, 0.08309452, 1.36369562, -0.28910458, 0.40256244, -0.00955132, 0.71000361, -0.18505062, 0.39194143, -0.57814932, -0.05479296, -0.6527645"
X,990,학습 + 추가학습,4 대 6,정책/Noun,"보전/Noun, 정부/Noun, 대책/Noun, 이행/Noun, 정주/Noun","0.17886123, 0.36777389, -0.57794696, -0.35123774, -0.6232425, -0.809295, 0.50159997, 0.59599262, -0.52544343, -0.63153881, -0.51545453, -0.20159176, -0.13487153, -0.33097503, 0.32147419, 0.12458356, 0.07973453, 0.06161385, 0.02367814, -0.95535916, 0.42705318, 1.3233254, 0.29250884, -0.53333122, 0.10720149, 0.67175698, -1.12210345, 0.28471294, -0.769633, 0.02666839, 0.4875851, -0.0706184, 0.10610174, -0.55123031, -0.82036239, 0.77049869, 0.08428489, -0.77944934, 0.34943932, -0.29129472, -0.24824102, 0.39887765, -0.56022364, 0.23805889, 0.65459585, -0.4504959, 0.510984, -0.3811135, 1.01240551, -0.31376389"
X,990,학습 + 추가학습 + 추가학습,5 대 2 대 3,정책/Noun,"정부/Noun, 거래/Noun, 보전/Noun, 믹스/Noun, 어업/Noun","0.90789205, 0.73638147, 0.45438412, -0.47595558, 0.28412774, -1.59145594, 0.28611603, 0.76802778, -0.46898103, -0.3840819, -0.81029898, -0.29274362, 0.32813367, -0.99354911, -0.66752911, 0.76236594, -0.74086928, 0.71618295, -0.69751507, 0.37392274, 0.30538017, 0.23798202, -0.07300705, -1.33773994, -0.11329756, 0.18186356, 0.32060391, 0.17076512, -0.91950047, -0.16198039, -0.03724237, -0.16020714, 1.37509811, -0.51252198, 0.33442581, 0.98532331, 0.64419025, -0.06655962, 0.30769238, -0.92136109, 1.01200628, 0.04048646, -1.00331748, -0.19532521, 0.20137058, 0.44447026, -0.69614077, 0.21467142, 0.33719474, -0.16874635"
X,990,학습 + 추가학습 + 추가학습,5 대 3 대 2,정책/Noun,"보전/Noun, 축산물/Noun, 정부/Noun, 합리/Noun, 국토/Noun","0.77204788, 0.47075671, 0.47992426, -0.44953606, 0.12436279, -1.13528943, 0.39440054, 1.14582467, -0.62733263, -0.45559493, -0.67270255, -0.41799861, 0.23227617, -0.71039259, -0.49465382, 0.36255714, -0.66692221, 0.60852194, -0.65574628, 0.13257794, 0.38217646, 0.15703383, 0.09329784, -0.79950726, -0.09946921, 0.38952476, 0.29290405, 0.43750545, -0.82162321, -0.03707317, 0.22308968, -0.19585384, 0.94459635, -0.34305775, -0.00270991, 0.96449238, 0.58579415, 0.09331041, 0.36244795, -0.72696787, 0.91541708, -0.21225575, -1.00569296, -0.23717897, 0.18228576, 0.4269287, -0.54143637, 0.0284866, 0.51775819, -0.05202431"
X,990,학습 + 추가학습,5 대 5,정책/Noun,"보전/Noun, 국토/Noun, 정부/Noun, 거래/Noun, 축산물/Noun","0.73028886, 0.35004082, 0.50978458, -0.08280357, 0.29621696, -1.0316987, 0.03268483, 0.76883763, -0.36464235, -0.14636296, -0.47178957, -0.41684702, 0.27769011, -0.57159179, -0.51022851, 0.69904113, -0.77654225, 0.45896539, -1.04097641, 0.11317388, 0.20348097, -0.02183883, 0.15252149, -0.21592493, 0.29742941, 0.68397504, 0.14883146, -0.07675616, -0.97506213, -0.18448579, 0.21013488, -0.34611192, 0.57480091, -0.82669187, 0.24443553, 0.87817115, 0.34739125, 0.20725885, 0.57038957, -0.65344638, 0.93037462, 0.28539243, -0.97425175, 0.22765124, 0.39839345, 0.5343923, -0.55878752, 0.18668917, 0.90191656, -0.14162359"
X,990,학습 + 추가학습,6 대 4,정책/Noun,"국토/Noun, 위상/Noun, 정부/Noun, 적극/Noun, 위기/Noun","0.18022968, -0.3358435, 0.32573247, -0.05369849, -0.15546721, 0.16347346, 0.62813109, 0.52554029, -0.39689562, -0.35880256, 0.4826102, -1.53401709, 0.18962713, 0.87086123, -0.21534406, 0.47913674, -0.20969608, -0.33156052, -0.50885391, -1.1084168, 0.39679039, -0.18792731, 0.47291455, -0.33961302, 0.40792352, -0.10245404, -0.14854488, -0.39841148, -0.01293533, -0.21078371, 0.38180545, 0.19537537, -0.14538309, -1.63035154, -0.27367958, 0.34258988, -0.10859413, 0.08746365, -0.84794319, -0.61152089, 0.03115509, 0.0596518, 0.18383504, 0.02323902, 0.55640024, 0.084589, 0.29861465, -0.45559561, -0.53543401, 0.81385183"
X,990,학습 + 추가학습,7 대 3,정책/Noun,"국토/Noun, 위상/Noun, 정부/Noun, 보전/Noun, 부합/Noun","0.56813776, 0.22531164, 1.26198065, 0.01873644, 0.54952914, -0.10386106, 1.40723801, 1.2878536, -0.73214436, 0.05627671, 0.23294765, 0.39858446, 0.62663347, 0.71254879, -0.05719289, -0.24882238, -0.28419521, -0.01253972, -0.77576679, -0.70031089, -0.08021209, 0.57167298, 0.55787832, -0.2145645, 0.71308279, -0.8979044, 0.87781566, 0.0176637, -0.08876225, -0.385589, -0.09656427, 0.02751593, 0.30528966, -0.31496835, 0.3188329, 0.06741799, -0.18483174, 0.20987676, 0.06647317, -0.48306778, 0.43322849, -0.20709966, -0.51888567, 0.2446683, 0.55734098, -0.07618208, -0.005131, -0.37220562, 0.59249651, 0.38956505"
X,3320,학습,,정책/Noun,"중립성/Noun, 배출권거래제/Noun, 제언/Noun, 정부/Noun, 입안/Noun","-0.38966262, -0.13740176, 0.22704075, 0.05080984, -0.55597049, -0.3545571, 0.11572166, 0.76170158, 0.48539922, 0.10403056, 1.07792246, 0.06215074, 0.29037127, 0.2179359, -0.54018778, 0.63816679, 0.34292251, -0.13639912, -1.64571261, 0.23938257, 0.48125377, 0.33568409, 1.19467044, -0.1763909, 0.37014431, -0.24457233, 0.24170798, 0.73494756, -0.434688, 0.38777876, 0.23725282, 0.52027297, 0.37291887, -0.81559837, -0.12829858, -0.15082064, 0.14748664, 0.5733009, 0.9366737, 0.6319927, 0.47799224, -0.158483, 0.02540897, 0.16677219, 0.13658352, 0.16406746, 0.6317035, -0.95199919, -0.17989184, 0.05772551"
X,3320,학습 + 추가학습,3 대 7,정책/Noun,"직불제/Noun, 중립성/Noun, 제언/Noun, 법제/Noun, 배출권거래제/Noun","-0.32831651, 0.11271502, -0.15846035, 0.39765674, -0.64026225, -0.3209838, -0.17876841, 0.65856922, -0.52346474, -0.52735841, 0.37612969, -0.34406757, -0.71167481, -0.37034044, -0.42072693, 0.95274311, 0.79516619, -0.00694483, 0.18728486, -0.25486657, 0.06440032, 0.52766639, 1.2514143, -0.70762742, 0.33626941, 1.0366714, -0.53430384, 0.6640076, -0.0416443, -0.93341655, 0.2427955, -0.24641247, -0.20709693, -0.12776496, -0.81914508, 0.58510572, 0.77907079, 0.1061911, 0.61547822, -0.45579347, -0.22236663, -0.2007432, -0.62384015, -0.04564744, -0.22346053, 0.64934403, 0.33890745, -0.3181527, 0.6453433, 0.46741989"
X,3320,학습 + 추가학습,4 대 6,정책/Noun,"제언/Noun, 직불제/Noun, 입안/Noun, 로드맵/Noun, 중립성/Noun","0.21000727, 0.06912177, 0.47276261, -0.24583094, 0.44380465, -0.2812075, 0.8950358, 1.05286145, -0.40979561, -0.80201173, 0.16782989, -0.35439107, 0.72299302, 0.3278161, -0.53078038, -1.05339932, 0.02072364, 0.6497857, -0.32926169, -0.74908632, 0.34594324, 0.17816299, 0.61029744, -0.31317997, -0.34165725, 0.21957037, -0.86170197, -0.25900301, 0.20669767, 0.36959219, -0.83463168, 0.09042989, -0.32406145, 0.2062788, -0.23765291, 0.69401258, 0.91805899, 0.15235353, 0.42781797, 0.28601655, 0.41491616, -0.04861145, -0.55927515, -1.0909065, 0.98703879, 0.60669082, -0.2921268, 0.01935363, 0.30742776, -0.39505452"
X,3320,학습 + 추가학습 + 추가학습,5 대 2 대 3,정책/Noun,"제언/Noun, 정부/Noun, 한국판/Noun, 감실/Noun, 입안/Noun","0.42430788, -0.06171601, -0.08890243, 0.69170696, 0.28807974, 0.05682107, 0.04647224, 0.7616452, -0.73558694, -0.26303822, 0.52079672, -0.90422255, -0.86960644, 0.96263373, -0.38920367, 0.24421455, -0.31458256, 0.26120839, -0.69232237, -0.83374327, 0.05240353, -0.51589543, 0.59738362, 0.18193655, 0.40932289, -0.5125162, -0.78085506, 0.63590217, 0.06174462, 0.51427442, 0.34053475, 0.26687202, 0.35231656, -0.04448119, -0.59735107, 0.63368863, 0.21703699, 0.91515923, -0.23708622, 0.08656584, -0.26112092, -0.2810019, -0.54467344, 0.16633607, 0.10706496, 0.705553, 0.08703598, -0.47715414, -0.11166918, -0.87524396"
X,3320,학습 + 추가학습 + 추가학습,5 대 3 대 2,정책/Noun,"배출권거래제/Noun, 직불제/Noun, 믹스/Noun, 제언/Noun, 감실/Noun","0.74607521, 0.04478705, -0.46198931, 0.5353573, 0.6287384, 0.17782168, 0.24834298, 1.04448009, -0.98458588, -0.387833, 0.61207956, -1.08520591, -0.35469759, 0.57650584, -0.6204741, 0.10082621, -0.26690623, -0.07748163, -0.65178108, -0.63362557, 0.25337449, -0.80339283, 0.82424963, 0.08847497, 0.36988756, -0.8655954, -0.88910949, 0.7512669, 0.46935672, 0.33914518, 0.62228054, 0.04486998, 0.11003195, -0.20682487, -0.4792338, 0.67544711, 0.32804984, 1.21263695, -0.01488619, 0.00649938, -0.14586838, -0.1236439, -0.47201061, 0.01932961, 0.30611765, 0.68085772, 0.41844061, -0.30443856, 0.30575895, -0.93515694"
X,3320,학습 + 추가학습,5 대 5,정책/Noun,"제언/Noun, 한국판/Noun, 로드맵/Noun, 배출권거래제/Noun, 중립성/Noun","0.6201728, 0.03282746, -0.1165209, 0.13696948, 0.22891781, -0.53053689, 0.81843889, 0.85169613, -0.55086201, -0.36721876, 0.36882424, -1.15377295, -0.47000605, 0.46472135, -0.15950194, 0.32497054, -0.04632767, 0.21671604, -0.44717795, -0.20926477, -0.72202814, -0.37604889, 0.79729873, 0.03437946, 0.67396569, -0.04562735, -1.29545677, 0.25790524, -0.25192025, 0.28402585, 0.06098693, 0.32106838, 0.14453839, -0.5291419, -0.67335194, 0.66839099, 0.16188744, 0.68863761, 0.4208422, -0.55961037, 0.26121265, -0.04011778, -0.41442814, 0.31305224, 0.28429937, 0.57603055, -0.24411818, 0.70531017, 0.13236807, -0.87857306"
X,3320,학습 + 추가학습,6 대 4,정책/Noun,"제언/Noun, 중립성/Noun, 등급제/Noun, 정부/Noun, 배출권거래제/Noun","0.31153607, 0.04317656, -0.05406094, 0.41675943, 0.13801217, -0.60474855, 0.01383378, -0.27909976, -0.50633478, -0.23476464, -0.19599229, 0.61120981, 0.2070872, 0.44779849, -0.09339544, -0.25230816, 0.86866939, -0.02274148, -0.89724255, -0.00064281, 0.49960765, 0.10409009, 1.26927793, -0.3309117, 0.41772228, 0.34984386, -0.49085546, 0.09614153, -1.25317812, 0.56892872, -0.54929423, -0.56411159, -0.44302619, -0.4515475, 0.81302285, -0.12503257, 0.41638321, -0.08377478, 0.3613776, 0.13390645, 0.64290208, 0.38185754, -0.72024715, -1.10862958, 0.72541976, -0.51690906, 0.99206769, 0.00238793, 0.82609725, 0.31853521"
X,3320,학습 + 추가학습,7 대 3,정책/Noun,"중립성/Noun, 배출권거래제/Noun, 제언/Noun, 정부/Noun, 로드맵/Noun","0.57343787, -0.22563121, -0.1948161, -0.76011509, 0.2812798, -1.0166676, 1.15695941, 0.80193466, -1.46094, 0.14490774, 0.78087962, -1.04704642, 0.59783489, 0.07891101, -0.01238772, 0.26931545, 0.73208517, 0.02613506, -0.10677116, -0.00617203, 0.17511335, 0.44535893, 0.83750367, 0.95149201, 0.45908079, 0.16734186, -0.47584075, 0.05800034, -0.9350794, 0.45816877, -0.30434239, -0.16742881, -0.23133326, -0.50273824, -0.63751507, -0.78998017, 0.1938132, 0.80038458, 0.16491021, -0.13843608, -0.26698381, -0.15559657, 0.62110275, -0.05050185, 0.22552714, -0.32176843, 0.19845027, 0.03742263, 0.09987269, -0.56017858"
